district,agro_climatic_zone,soil_type,season,crop,area_hectares,nitrogen_kgha,phosphorus_kgha,potassium_kgha,soil_ph,organic_carbon_pct,rainfall_mm,temperature_celsius,irrigation_type,yield_qha
Mayurbhanj,North Central Plateau,Sandy Loam,Rabi,Mustard,1.83,30.8,37.3,17.8,5.6,0.79,165.3,23.4,Rainfed,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),1.23,41.6,35.7,5.1,6.6,0.4,156.3,23.5,Rainfed,2.5
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.16,58.3,39.4,13.9,6.57,0.71,115.5,22.7,Rainfed,6.51
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),2.56,30.7,5.2,0.0,6.27,0.53,1130.9,29.2,Rainfed,2.5
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),2.34,58.1,23.5,17.7,5.2,0.64,993.8,26.5,Rainfed,5.97
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),1.22,71.6,14.6,0.0,6.12,0.58,1166.4,29.7,Rainfed,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),1.72,69.4,39.5,42.3,6.69,0.21,1427.3,25.0,Borewell,17.06
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,1.74,68.6,40.6,59.4,6.14,0.68,1441.6,28.6,Rainfed,9.73
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),2.64,0.0,51.9,29.6,6.15,0.79,145.8,25.8,Borewell,2.5
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,2.05,44.2,20.2,48.8,5.37,0.3,166.5,24.2,Rainfed,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),1.74,111.1,54.6,43.6,6.76,0.61,63.0,24.3,Borewell,23.59
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),2.17,84.8,39.7,20.2,6.97,0.42,1006.8,27.1,Rainfed,11.34
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,1.32,0.0,58.5,63.2,6.99,0.55,1291.5,27.6,Rainfed,2.5
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),9.38,55.3,1.1,18.7,4.79,0.44,963.5,29.4,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),2.46,102.1,81.9,32.9,6.26,0.85,1472.4,28.2,Canal,27.57
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Green Gram (Moong),1.65,0.0,34.0,21.3,7.44,0.42,75.7,22.6,Rainfed,2.5
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,2.91,123.3,43.3,0.0,6.11,0.66,1774.5,27.1,Borewell,2.5
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.97,104.2,58.9,42.6,6.45,0.42,1401.6,25.6,Borewell,27.89
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),3.45,69.0,33.1,18.1,4.93,0.37,1111.6,26.1,Rainfed,10.24
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),1.62,77.5,53.0,46.6,6.12,0.62,1712.6,24.7,Borewell,25.82
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,0.75,58.9,36.3,24.7,6.1,0.63,137.3,23.0,Borewell,6.43
Ganjam,South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.14,0.0,46.2,31.7,6.94,0.47,198.0,24.9,Rainfed,2.5
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,1.46,0.0,45.0,63.4,7.0,0.54,1538.0,30.5,Rainfed,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),1.8,31.0,34.7,19.1,6.69,0.48,931.2,30.7,Rainfed,8.46
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),4.7,10.9,30.7,9.6,5.27,0.57,1129.5,25.3,Rainfed,2.5
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.05,16.4,47.6,17.7,5.8,0.49,227.0,26.1,Rainfed,3.16
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),2.02,44.1,30.4,25.6,6.14,0.55,1188.7,27.6,Rainfed,8.89
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),0.53,70.9,7.0,26.3,4.79,0.53,1479.2,22.7,Borewell,2.5
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Mustard,0.59,82.3,8.0,43.9,6.89,0.73,221.1,24.5,Borewell,4.36
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),1.92,51.0,21.4,20.1,5.5,0.8,1142.8,28.2,Rainfed,6.87
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,2.32,50.8,54.9,54.5,6.31,0.42,601.4,29.1,Rainfed,16.03
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,2.17,82.8,40.3,26.3,6.6,0.51,1183.6,30.6,Canal,12.05
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.43,109.6,19.4,44.2,7.15,0.51,1326.0,24.5,Rainfed,16.93
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),0.9,107.8,41.2,61.6,6.2,0.59,1415.4,26.5,Canal,27.47
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,4.83,0.0,40.3,50.1,5.93,0.48,971.8,31.7,Rainfed,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),2.56,45.4,42.8,23.4,6.5,0.69,1302.7,30.8,Rainfed,7.15
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,0.96,32.2,51.2,16.7,7.05,0.53,1494.9,25.0,Rainfed,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),1.55,45.3,24.5,19.5,6.02,0.24,622.6,28.3,Rainfed,9.91
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),2.28,71.2,0.0,33.3,5.54,0.45,1514.5,24.0,Rainfed,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,0.81,56.8,21.7,18.9,6.1,0.64,118.1,25.8,Rainfed,7.05
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),4.55,81.5,64.2,46.4,6.94,0.55,99.2,25.2,Canal,20.44
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,1.81,97.1,52.5,0.0,5.23,0.36,1451.9,27.4,Borewell,2.5
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),2.3,38.1,54.9,18.5,6.53,0.71,136.7,22.3,Borewell,7.11
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.87,130.7,56.9,50.7,6.58,0.51,123.6,24.4,Borewell,32.78
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.09,0.0,29.4,47.2,6.72,0.45,1251.8,29.1,Borewell,2.8
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),1.34,143.3,69.6,56.2,6.5,0.59,165.0,27.0,Rainfed,33.12
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,0.83,114.1,29.5,62.0,5.02,0.5,1328.4,25.9,Rainfed,11.48
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.86,63.0,58.2,57.9,7.23,0.61,1010.7,28.6,Rainfed,13.48
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),0.33,113.5,28.6,47.8,7.26,0.66,237.4,26.9,Canal,20.07
Ganjam,South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),2.19,51.6,33.6,19.0,6.92,0.41,181.0,21.9,Borewell,4.98
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),1.28,91.7,14.9,28.5,6.8,0.57,1000.5,33.2,Rainfed,4.56
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,1.35,49.5,50.5,33.4,6.79,0.4,1276.9,29.5,Canal,5.2
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.52,60.2,37.3,55.6,7.72,0.48,1438.2,28.4,Rainfed,7.43
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),2.29,5.6,56.7,37.6,6.71,0.54,277.8,23.5,Borewell,4.23
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Ragi (Mandia),3.45,20.9,56.3,22.3,6.58,0.74,958.4,29.1,Borewell,6.56
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),1.77,54.8,19.1,28.7,6.14,0.45,1416.4,26.8,Rainfed,8.36
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.43,38.8,38.7,63.4,6.7,0.64,1248.4,28.2,Rainfed,10.53
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,1.13,72.5,60.2,44.7,5.92,0.25,1815.6,26.9,Borewell,13.04
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),1.25,117.3,50.3,58.1,7.06,0.43,86.9,21.8,Borewell,21.98
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Paddy (Kharif),1.18,71.3,53.0,18.2,7.22,0.55,1456.7,26.2,Rainfed,7.59
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.55,59.1,32.6,15.1,6.54,0.71,219.0,23.0,Borewell,3.48
Sambalpur,Western Central Table Land,Black Soil,Rabi,Green Gram (Moong),2.1,23.0,23.4,12.5,6.63,0.73,156.9,27.6,Canal,4.93
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),1.47,59.5,0.0,25.6,5.53,0.44,1668.9,25.1,Rainfed,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,3.71,106.4,37.3,29.3,5.79,0.36,957.5,30.8,Borewell,9.9
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),1.77,69.2,61.7,52.0,7.03,0.42,59.9,26.7,Borewell,22.8
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Ragi (Mandia),3.48,37.1,24.6,11.4,6.94,0.24,1099.1,27.1,Rainfed,4.13
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),2.68,78.4,64.4,39.2,5.84,0.48,1368.9,27.6,Canal,16.1
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,1.18,80.0,60.1,33.2,6.51,0.6,1329.0,27.5,Rainfed,14.8
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),0.34,40.1,42.6,17.0,5.15,0.38,1425.3,28.1,Rainfed,4.62
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),3.83,108.6,51.3,53.8,6.45,0.52,201.7,20.9,Rainfed,22.46
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),3.1,104.5,59.1,79.1,5.73,0.56,131.0,23.0,Canal,20.68
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),1.0,82.5,43.4,32.7,6.52,0.43,179.4,21.9,Rainfed,17.62
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,0.22,7.5,42.2,40.3,6.79,0.66,1170.3,27.9,Rainfed,7.44
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),0.43,25.7,13.5,15.9,4.76,0.72,1174.4,24.2,Borewell,3.21
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),4.2,75.3,50.5,1.0,6.35,0.45,783.9,28.1,Borewell,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),2.44,121.1,52.5,36.3,6.7,0.62,251.0,25.1,Borewell,24.41
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,1.33,58.0,38.0,33.8,5.52,0.53,1777.5,21.4,Borewell,12.14
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),2.03,19.3,16.8,40.6,6.85,0.36,1234.3,26.9,Borewell,6.97
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),1.47,99.0,42.4,50.0,5.52,0.21,1930.6,22.8,Borewell,15.32
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,0.49,112.1,51.1,15.8,6.58,0.48,1119.8,29.2,Rainfed,7.4
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,2.36,29.8,20.1,25.7,6.75,0.73,113.0,26.1,Borewell,5.5
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.13,31.2,37.7,33.3,6.91,0.47,1387.9,26.8,Rainfed,4.0
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),0.75,116.7,60.5,44.0,6.19,0.23,144.1,18.9,Rainfed,23.74
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),2.12,71.8,32.5,37.5,5.7,0.57,1253.7,25.4,Rainfed,12.43
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Ragi (Mandia),1.19,51.6,20.3,44.2,6.27,0.48,1739.3,24.6,Borewell,10.35
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.66,14.5,38.2,46.6,7.0,0.77,1651.7,30.3,Borewell,5.78
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.0,46.9,28.5,31.3,6.27,0.47,128.8,23.6,Borewell,5.14
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),0.69,6.7,59.0,44.5,5.92,0.69,1110.3,27.8,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),1.24,108.5,39.8,1.4,6.76,0.42,1232.5,29.5,Canal,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),0.95,97.5,30.4,18.9,6.26,0.8,1535.0,26.9,Borewell,6.64
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Paddy (Kharif),2.74,83.1,53.5,38.0,6.68,0.5,1064.4,29.5,Canal,23.27
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,2.08,49.8,15.5,30.2,6.03,0.54,234.5,22.2,Borewell,7.18
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),1.66,135.2,52.9,63.9,5.76,0.43,192.6,21.8,Rainfed,22.73
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),1.85,14.0,25.9,14.8,7.57,0.47,201.0,24.6,Borewell,4.14
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Groundnut,0.61,6.4,67.5,61.7,6.3,0.4,1089.9,29.0,Borewell,5.47
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,1.61,64.2,44.1,11.2,5.2,0.36,257.3,27.0,Rainfed,2.5
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),1.53,119.7,39.7,53.4,6.34,0.67,48.5,23.7,Rainfed,24.88
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),3.38,93.2,41.9,53.2,7.44,0.51,1198.4,28.4,Canal,22.78
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,1.86,133.8,40.8,34.3,5.13,0.59,1455.3,22.1,Borewell,17.07
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),1.66,86.1,43.9,13.9,6.92,0.78,156.1,24.6,Borewell,10.37
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),2.82,126.5,56.0,65.2,7.1,0.54,1074.1,28.5,Rainfed,22.7
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.53,99.9,74.2,29.8,7.48,0.37,1328.9,27.4,Rainfed,26.72
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,0.97,25.9,33.6,46.6,5.37,0.41,188.5,27.0,Borewell,3.52
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),2.6,122.6,69.6,29.9,7.18,0.79,195.9,22.6,Borewell,16.58
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,2.56,62.1,34.9,33.0,6.22,0.68,189.8,25.0,Borewell,4.21
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,0.4,98.6,36.3,40.0,5.73,0.43,1461.6,23.5,Borewell,11.92
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),5.39,103.8,17.4,0.0,6.76,0.63,1592.8,27.8,Borewell,2.5
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,3.76,91.0,38.0,24.6,6.82,0.53,1526.1,30.5,Canal,11.48
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.26,46.5,44.4,19.3,6.34,0.58,110.1,24.9,Rainfed,5.71
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Mustard,0.75,91.0,35.6,22.7,5.83,0.53,210.5,22.9,Rainfed,2.82
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,2.65,94.8,61.3,35.6,6.55,0.46,1060.1,28.6,Canal,19.53
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,0.89,116.1,45.8,39.5,6.5,0.54,1327.8,28.2,Canal,18.19
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),1.49,93.1,67.2,55.4,6.85,0.46,1094.6,26.7,Canal,25.32
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),2.19,122.7,48.4,29.1,6.09,0.5,162.9,23.2,Borewell,20.25
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,1.54,49.3,41.5,5.4,6.04,0.64,167.2,25.3,Rainfed,2.5
Sambalpur,Western Central Table Land,Black Soil,Rabi,Green Gram (Moong),3.1,60.3,47.4,20.9,6.25,0.69,82.9,24.4,Canal,5.73
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),1.06,106.0,45.0,67.7,6.79,0.54,122.4,25.4,Rainfed,24.24
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),5.62,50.9,32.4,17.2,6.14,0.52,899.4,31.6,Borewell,6.74
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),1.57,112.8,66.5,35.0,6.61,0.86,1318.7,25.9,Canal,32.56
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.02,78.5,61.0,19.0,5.99,0.16,1524.1,25.1,Rainfed,19.63
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,3.95,101.0,48.5,57.8,6.44,0.3,1186.0,28.1,Canal,15.62
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,1.06,27.6,50.0,46.6,6.25,0.27,1415.3,28.7,Canal,10.17
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,0.59,116.5,31.8,39.3,5.49,0.5,1106.4,23.9,Borewell,15.41
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),0.49,9.3,47.2,11.5,6.89,0.41,280.7,21.5,Borewell,2.5
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.69,44.7,17.1,48.6,5.32,0.36,136.2,25.9,Borewell,4.9
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,0.82,87.7,32.5,32.1,4.88,0.7,136.1,22.9,Rainfed,2.5
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,2.99,75.4,26.6,30.2,5.16,0.35,125.3,23.8,Rainfed,4.91
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),0.49,46.2,19.4,22.7,4.91,0.52,1385.0,24.2,Borewell,8.6
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),2.56,99.0,30.1,37.5,7.05,0.66,121.7,23.6,Rainfed,18.39
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.04,61.2,32.2,31.7,5.44,0.52,138.4,28.0,Borewell,6.24
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),1.62,53.3,30.1,25.1,5.56,0.43,982.7,21.9,Rainfed,9.2
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,0.85,115.2,58.8,48.8,6.46,0.49,1198.0,28.3,Rainfed,24.56
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),3.73,102.3,64.7,55.1,6.53,0.82,140.0,25.1,Borewell,27.92
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),1.42,90.7,21.1,13.3,5.25,0.65,1261.0,25.4,Rainfed,3.18
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,1.17,107.5,48.8,42.0,6.38,0.69,1149.1,27.0,Borewell,19.06
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),1.19,54.7,17.1,1.7,5.0,0.55,1749.2,22.6,Rainfed,2.5
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),0.64,146.3,62.6,24.9,5.69,0.56,207.6,24.3,Rainfed,16.35
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),1.38,50.1,46.5,53.3,5.85,0.41,1654.6,27.1,Rainfed,17.22
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),0.71,112.0,55.8,32.7,6.52,0.68,1253.6,27.9,Rainfed,19.6
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),2.75,92.3,73.6,49.2,6.56,0.25,1296.0,28.9,Canal,19.86
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),1.81,107.4,51.6,33.3,6.2,0.6,119.3,24.8,Canal,19.84
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,0.62,90.0,63.5,56.9,6.29,0.8,788.2,29.8,Rainfed,23.22
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),2.1,40.9,28.6,21.4,5.24,0.64,1714.0,23.6,Borewell,6.42
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),0.81,90.4,57.2,50.5,6.07,0.57,41.9,25.9,Rainfed,26.88
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,3.4,81.9,61.2,46.8,6.05,0.45,1108.8,32.3,Borewell,19.29
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,3.36,91.6,45.4,44.2,6.62,0.33,1324.1,29.2,Rainfed,14.56
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,0.76,51.0,46.1,44.9,6.96,0.48,1634.9,25.7,Borewell,13.23
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),2.58,85.6,66.1,52.1,6.69,0.67,125.3,23.7,Canal,25.94
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),0.49,37.2,17.5,41.0,5.89,0.33,1912.6,28.9,Borewell,5.35
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),2.54,0.0,19.3,8.9,6.01,0.57,231.5,25.6,Rainfed,2.5
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),0.5,30.8,9.7,38.2,5.3,0.55,1258.7,27.7,Rainfed,4.1
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),2.58,116.3,37.2,47.4,7.2,0.52,1402.9,29.1,Canal,22.39
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),4.11,118.4,29.1,52.3,6.47,0.44,1045.3,28.8,Canal,24.78
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),0.84,21.3,53.3,4.8,6.79,0.16,210.9,23.8,Borewell,2.5
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,1.5,18.1,59.1,56.5,7.06,0.4,1857.9,27.7,Rainfed,7.88
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),3.01,118.3,67.2,41.0,6.48,0.43,20.0,25.5,Rainfed,24.65
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.26,60.4,23.7,27.8,5.95,0.6,154.4,23.1,Borewell,5.25
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),1.74,118.9,46.8,46.9,6.11,0.39,1461.2,25.5,Rainfed,22.18
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Paddy (Kharif),3.68,94.2,52.1,66.7,6.18,0.6,1506.7,30.5,Borewell,25.54
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Ragi (Mandia),6.15,68.4,14.7,27.1,6.09,0.64,966.9,27.6,Rainfed,8.81
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),1.3,121.2,44.2,62.2,6.8,0.66,124.1,24.8,Rainfed,29.79
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Mustard,0.64,49.3,38.9,30.3,5.45,0.46,75.7,23.7,Rainfed,3.8
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,3.16,98.1,80.4,18.6,5.33,0.47,1152.9,21.8,Rainfed,10.61
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),0.86,0.0,42.0,38.0,6.77,0.71,163.6,23.0,Rainfed,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),2.65,56.6,38.1,18.8,6.19,0.31,855.5,29.6,Rainfed,11.2
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),0.46,9.8,45.8,0.0,6.35,0.69,170.0,22.9,Rainfed,2.5
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.76,33.4,32.7,41.9,7.29,0.39,877.1,27.7,Rainfed,9.73
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),1.34,0.0,27.0,45.2,5.19,0.7,1699.5,22.6,Borewell,2.5
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Ragi (Mandia),1.42,66.9,34.1,37.2,6.78,0.7,904.9,27.0,Borewell,14.01
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),2.67,60.0,34.3,55.9,5.81,0.75,1470.0,26.6,Borewell,17.54
Sambalpur,Western Central Table Land,Black Soil,Rabi,Green Gram (Moong),1.3,0.0,41.7,10.5,5.84,0.38,178.5,22.5,Rainfed,2.5
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,4.39,31.4,45.0,74.9,6.84,0.54,1309.5,30.2,Canal,11.62
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),4.36,117.1,72.7,47.7,6.9,0.53,102.9,24.7,Canal,27.1
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),2.02,44.1,0.0,18.5,6.2,0.62,1306.4,28.9,Borewell,2.5
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.34,15.5,34.6,17.8,6.87,0.55,113.7,22.0,Borewell,4.41
